"year_of_interest","avg_price","category_code","category_name","avg_payroll","industry_branch_code","industry_branch_name","GDP"
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,31536.5000,B,Těžba a dobývání,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,22777.5000,F,Stavebnictví,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,23062.0000,H,Doprava a skladování,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,23771.5000,P,Vzdělávání,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,33.336166666666635,111101,Rýže loupaná dlouhozrnná,19214.0000,S,Ostatní činnosti,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,31536.5000,B,Těžba a dobývání,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,22777.5000,F,Stavebnictví,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,23062.0000,H,Doprava a skladování,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,23771.5000,P,Vzdělávání,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,11.440999999999988,111201,Pšeničná mouka hladká,19214.0000,S,Ostatní činnosti,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,31536.5000,B,Těžba a dobývání,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,22777.5000,F,Stavebnictví,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,23062.0000,H,Doprava a skladování,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,23771.5000,P,Vzdělávání,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,21.631222222222195,111301,Chléb konzumní kmínový,19214.0000,S,Ostatní činnosti,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,31536.5000,B,Těžba a dobývání,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,22777.5000,F,Stavebnictví,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,23062.0000,H,Doprava a skladování,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,23771.5000,P,Vzdělávání,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,43.24716666666667,111303,Pečivo pšeničné bílé,19214.0000,S,Ostatní činnosti,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,31536.5000,B,Těžba a dobývání,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,22777.5000,F,Stavebnictví,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,23062.0000,H,Doprava a skladování,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,23771.5000,P,Vzdělávání,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,35.14344444444441,111602,Těstoviny vaječné,19214.0000,S,Ostatní činnosti,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,31536.5000,B,Těžba a dobývání,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,22777.5000,F,Stavebnictví,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,23062.0000,H,Doprava a skladování,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,23771.5000,P,Vzdělávání,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,180.7291666666668,112101,Hovězí maso zadní bez kosti,19214.0000,S,Ostatní činnosti,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,31536.5000,B,Těžba a dobývání,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,22777.5000,F,Stavebnictví,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,23062.0000,H,Doprava a skladování,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,23771.5000,P,Vzdělávání,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,100.04149999999994,112201,Vepřová pečeně s kostí,19214.0000,S,Ostatní činnosti,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,31536.5000,B,Těžba a dobývání,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,22777.5000,F,Stavebnictví,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,23062.0000,H,Doprava a skladování,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,23771.5000,P,Vzdělávání,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,58.29566666666666,112401,Kuřata kuchaná celá,19214.0000,S,Ostatní činnosti,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,115.91222222222213,112704,Šunkový salám,31536.5000,B,Těžba a dobývání,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,115.91222222222213,112704,Šunkový salám,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,22777.5000,F,Stavebnictví,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,23062.0000,H,Doprava a skladování,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,115.91222222222213,112704,Šunkový salám,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,115.91222222222213,112704,Šunkový salám,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,23771.5000,P,Vzdělávání,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,115.91222222222213,112704,Šunkový salám,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,115.91222222222213,112704,Šunkový salám,19214.0000,S,Ostatní činnosti,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,31536.5000,B,Těžba a dobývání,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,22777.5000,F,Stavebnictví,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,23062.0000,H,Doprava a skladování,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,23771.5000,P,Vzdělávání,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,17.645611111111094,114201,Mléko polotučné pasterované,19214.0000,S,Ostatní činnosti,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,31536.5000,B,Těžba a dobývání,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,22777.5000,F,Stavebnictví,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,23062.0000,H,Doprava a skladování,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,23771.5000,P,Vzdělávání,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,6.5142222222222115,114401,Jogurt bílý netučný,19214.0000,S,Ostatní činnosti,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,31536.5000,B,Těžba a dobývání,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,22777.5000,F,Stavebnictví,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,23062.0000,H,Doprava a skladování,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,13131.2500,I,"Ubytování, stravování a pohostinství",212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,45335.2500,J,Informační a komunikační činnosti,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,47673.2500,K,Peněžnictví a pojišťovnictví,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,22337.0000,L,Činnosti v oblasti nemovitostí,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,32372.0000,M,"Profesní, vědecké a technické činnosti",212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,16546.7500,N,Administrativní a podpůrné činnosti,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,26330.7500,O,Veřejná správa a obrana; povinné sociální zabezpečení,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,23771.5000,P,Vzdělávání,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,24678.2500,Q,Zdravotní a sociální péče,212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,19865.2500,R,"Kulturní, zábavní a rekreační činnosti",212750323790.759
2011,122.38299999999983,114501,Eidamská cihla,19214.0000,S,Ostatní činnosti,212750323790.759
2011,23.210333333333303,114701,Vejce slepičí čerstvá,18985.7500,A,"Zemědělství, lesnictví, rybářství",212750323790.759
2011,23.210333333333303,114701,Vejce slepičí čerstvá,31536.5000,B,Těžba a dobývání,212750323790.759
2011,23.210333333333303,114701,Vejce slepičí čerstvá,23776.5000,C,Zpracovatelský průmysl,212750323790.759
2011,23.210333333333303,114701,Vejce slepičí čerstvá,40201.5000,D,"Výroba a rozvod elektřiny, plynu, tepla a klimatiz. vzduchu",212750323790.759
2011,23.210333333333303,114701,Vejce slepičí čerstvá,23157.0000,E,Zásobování vodou; činnosti související s odpady a sanacemi,212750323790.759
2011,23.210333333333303,114701,Vejce slepičí čerstvá,22777.5000,F,Stavebnictví,212750323790.759
2011,23.210333333333303,114701,Vejce slepičí čerstvá,22809.7500,G,Velkoobchod a maloobchod; opravy a údržba motorových vozidel,212750323790.759
2011,23.210333333333303,114701,Vejce slepičí čerstvá,23062.0000,H,Doprava a skladování,212750323790.759
